Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,MANUFACTURER_PART_NUMBER,Dept,Class,Fine,Classpath,Product Name,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,ATTRIBUTE_LABEL_1,ATTRIBUTE_LABEL_2,ATTRIBUTE_LABEL_3,ATTRIBUTE_LABEL_4,ATTRIBUTE_LABEL_5,ATTRIBUTE_LABEL_6,ATTRIBUTE_LABEL_7,ATTRIBUTE_LABEL_8,ATTRIBUTE_LABEL_9,ATTRIBUTE_LABEL_10,ATTRIBUTE_VALUE_1,ATTRIBUTE_VALUE_2,ATTRIBUTE_VALUE_3,ATTRIBUTE_VALUE_4,ATTRIBUTE_VALUE_5,ATTRIBUTE_VALUE_6,ATTRIBUTE_VALUE_7,ATTRIBUTE_VALUE_8,ATTRIBUTE_VALUE_9,ATTRIBUTE_VALUE_10,ATTRIBUTE_UOM_1,ATTRIBUTE_UOM_2,ATTRIBUTE_UOM_3,ATTRIBUTE_UOM_4,ATTRIBUTE_UOM_5,ATTRIBUTE_UOM_6,ATTRIBUTE_UOM_7,ATTRIBUTE_UOM_8,ATTRIBUTE_UOM_9,ATTRIBUTE_UOM_10,_classification_confidence,_classification_method,_brand_resolution_method,_enriched,_enrichment_source,_source_tier,_exact_mpn_verified,_enrichment_error,_invoice_desc_ok,_mobile_desc_ok
DW088CG,DW088CG Dewalt Laser - Green Cross Line,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),Stanley Black & Decker,DEWALT,DW088CG,Test & Measurement,Measuring & Layout Tools,Levels,Test & Measurement>Measuring & Layout Tools>Levels>Rotary & Straight Line Laser Levels,Cross Line Laser Level,"Stanley Black & Decker DEWALT, Cross Line Laser Level, DW088CG",CROSS LINE LASER LEVEL,DEWALT® DW088CG Cross Line Laser Level,DEWALT® Cross Line Laser Level,Cross Line Laser Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,brand_hint,False,https://www.dewalt.com/product/dw088cg/,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198599, Requested 2974. Please try again in 11m19.536s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
48-59-1804,48-59-1804 Milw M18 and M12 Rapid Charger,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,48-59-1804,Tools & Equipment,Power Tools,Power Tool Accessories,Tools & Equipment>Power Tools>Power Tool Accessories>Cordless Tool Battery Chargers,Gangbox Rapid Charger,"Milwaukee Tool, Gangbox Rapid Charger, 48-59-1804",GANGBOX RAPID CHARGER,Milwaukee® 48-59-1804 Gangbox Rapid Charger,Milwaukee® Gangbox Rapid Charger,Gangbox Rapid Charger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.milwaukeetool.com/Products/48-59-1804,manufacturer,,"Wrong page type: comparison chart covering multiple models, not a single-SKU spec page",True,False
S3797,S3797 4W Incan Cand 27K 2pk,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573),"Satco Products, Inc",Satco,S3797,Electrical,Lamps & Lightings,Light Bulbs,Electrical>Lamps & Lightings>Light Bulbs>Incandescent Light Bulbs,Incandescent Light Bulb,"Satco Products, Inc, Incandescent Light Bulb, S3797, LED Lighting",INCANDESCENT LIGHT BULB,Satco® S3797 Incandescent Light Bulb,Satco® Incandescent Light Bulb,Incandescent Light Bulb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,brand_hint,False,https://www.satco.com/products/S3797,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198574, Requested 3370. Please try again in 13m59.808s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
DWV9401,DWV9401 Dewalt Paper Bag - 5pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585),Stanley Black & Decker,DeWALT®,DWV9401,Tools & Equipment,Power Tools,Power Tool Accessories,Tools & Equipment>Power Tools>Power Tool Accessories>Dust Collector Accessories,Dust Bag,"Stanley Black & Decker DeWALT, Dust Bag, DWV9401",DUST BAG,DeWALT® DWV9401 Dust Bag,DeWALT® Dust Bag,Dust Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.dewalt.com/product/dwv9401/,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198566, Requested 2827. Please try again in 10m1.776s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
DCD1007B,"DCD1007B Dewalt 20V Cordless - 1/2"" Hammer Drill (Bare)",-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),Stanley Black & Decker,DEWALT,DCD1007B,Tools & Equipment,Power Tools,Power Drills,Tools & Equipment>Power Tools>Power Drills>Cordless Hammer Drills,Hammer Drill,"Stanley Black & Decker DEWALT, Hammer Drill, DCD1007B, Power Tool",HAMMER DRL,DEWALT® DCD1007B Hammer Drill,DEWALT® Hammer Drill,Hammer Drill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,mpn_prefix,False,https://www.dewalt.com/product/dcd1007b/,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198559, Requested 3340. Please try again in 13m40.368s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
S4720,S4720 25W Incan 27K,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573),"Satco Products, Inc",Satco,S4720,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Satco Products, Inc, Product, S4720",PRODUCT,Satco® S4720 Product,Satco® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198557, Requested 2967. Please try again in 10m58.368s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,https://www.satco.com/products/S4720,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198550, Requested 3360. Please try again in 13m45.12s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
R02-GUAC1-0BW,R02GUAC10BW 15A/USB Outlet Wh,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),Leviton,Leviton,R02-GUAC1-0BW,Electrical,Wiring Devices,Straight Blade Devices,Electrical>Wiring Devices>Straight Blade Devices>Receptacles & USB Ports,USB In-Wall Charger Outlet,"Leviton, USB In-Wall Charger Outlet, R02-GUAC1-0BW",USB IN-WALL CHARGER OUTLET,Leviton® R02-GUAC1-0BW USB In-Wall Charger Outlet,Leviton® USB In-Wall Charger Outlet,USB In-Wall Charger Outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,brand_hint,False,https://leviton.com/products/R02-GUAC1-0BW,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198545, Requested 6564. Please try again in 36m47.088s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
DCN930P1,DCN930P1 Dewalt 20V 30 Degree - Framing Nailer Kit,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585),Stanley Black & Decker,DEWALT,DCN930P1,Tools & Equipment,Power Tools,Power Fastening Tools,Tools & Equipment>Power Tools>Power Fastening Tools>Power Nailers>Cordless Nailers,Framing Nailer,"Stanley Black & Decker DEWALT, Framing Nailer, DCN930P1",FRAMING NAILER,DEWALT® DCN930P1 Framing Nailer,DEWALT® Framing Nailer,Framing Nailer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,brand_hint,False,https://www.dewalt.com/product/dcn930p1/,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198536, Requested 3392. Please try again in 13m52.896s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
S3720,S3720 40w Inc A15 Med 26k,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573),"Satco Products, Inc",Satco,S3720,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Satco Products, Inc, Product, S3720",PRODUCT,Satco® S3720 Product,Satco® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198535, Requested 2969. Please try again in 10m49.728s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,https://www.satco.com/products/S3720,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198529, Requested 3426. Please try again in 14m4.56s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
49-93-9204,"49-93-9204 Milw 4-1/2"" Diamond - Tile Blade",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,49-93-9204,Tools & Equipment,Power Tools,Power Saw Blades,Tools & Equipment>Power Tools>Power Saw Blades>Diamond Saw Blades,Tile Diamond Blade,"Milwaukee Tool, Tile Diamond Blade, 49-93-9204",TILE DIAMOND BLADE,Milwaukee® 49-93-9204 Tile Diamond Blade,Milwaukee® Tile Diamond Blade,Tile Diamond Blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.milwaukeetool.com/Products/49-93-9204,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198510, Requested 2796. Please try again in 9m24.192s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
S3539,S3539 20W Halogen Pin T4,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573),"Satco Products, Inc",Satco,S3539,Electrical,Lamps & Lightings,Light Bulbs,Electrical>Lamps & Lightings>Light Bulbs>Halogen Light Bulbs,Halogen Light Bulb,"Satco Products, Inc, Halogen Light Bulb, S3539, LED Lighting",HALOGEN LIGHT BULB,Satco® S3539 Halogen Light Bulb,Satco® Halogen Light Bulb,Halogen Light Bulb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,brand_hint,False,https://www.satco.com/products/S3539,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198503, Requested 3392. Please try again in 13m38.64s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
62-1876,"62-1876 13"" Satco Ceiling Light BN",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),"Satco Products, Inc",NUVO® by SATCO,62-1876,Electrical,Lamps & Lightings,Indoor Lighting,Electrical>Lamps & Lightings>Indoor Lighting>Indoor Ceiling Fixtures,Fixture,"Satco Products, Inc NUVO by SATCO, Fixture, 62-1876",FIXTURE,NUVO® by SATCO® 62-1876 Fixture,NUVO® By SATCO® Fixture,Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,mpn_prefix,False,https://www.satco.com/products/62-1876,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198495, Requested 3436. Please try again in 13m54.192s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
62-1778,"62-1778 19"" Ceiling Lt Wh",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),"Satco Products, Inc",NUVO® by SATCO,62-1778,Electrical,Lamps & Lightings,Indoor Lighting,Electrical>Lamps & Lightings>Indoor Lighting>Indoor Ceiling Fixtures,Fixture,"Satco Products, Inc NUVO by SATCO, Fixture, 62-1778",FIXTURE,NUVO® by SATCO® 62-1778 Fixture,NUVO® By SATCO® Fixture,Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,mpn_prefix,False,https://www.satco.com/products/62-1778,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198488, Requested 3551. Please try again in 14m40.848s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
2761-22,2761-22 Milw M18 Surge Kit,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,2761-22,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Milwaukee Tool, Product, 2761-22",PRODUCT,Milwaukee® 2761-22 Product,Milwaukee® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198486, Requested 2969. Please try again in 10m28.56s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",direct_lookup,False,https://www.milwaukeetool.com/Products/2761-22,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198468, Requested 3238. Please try again in 12m16.992s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
